Year,Company,Drive_ID,Drive_Mode,Eligible_Branches,Students_Eligible,Students_Applied,Students_Shortlisted,Students_Selected
2016,"Khanna, Balay and Bhasin",4b3bc4d2-2f0b-4658-99cb-9a49348f3f36,Offline,"Computer Science & Business Systems,CSE – AI-Driven DevOps,ECE – Robotics,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science",586,1268,187,192
2016,Dhawan-Chowdhury,5fc1e8ae-f8fd-4e45-8852-41a6167e15c5,Online,"CSE – Artificial Intelligence,Civil Engineering – Construction Technology,CSE – Artificial Intelligence & Machine Learning,CSE – Artificial Intelligence & Data Engineering,ECE – Robotics",459,1026,64,155
2016,"Bhasin, Sampath and Sood",b3637935-e2e7-4ee9-b456-810834d9458f,Online,"Mechanical Engineering – Robotics,Electrical & Electronics Engineering (EEE),ECE – VLSI Design & Technology,ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies",1850,469,104,189
2016,"Dewan, Wadhwa and Arya",4bb3f231-220e-498d-8f31-6bdc20201179,Online,"Mechanical Engineering – Mechatronics,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence,CSE – Artificial Intelligence & Machine Learning,CSE – Internet of Things (IoT)",1740,700,340,63
2016,Dara-Upadhyay,e0a6d38f-cf68-4afa-9044-fcc1bca6b292,Offline,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Internet of Things (IoT),CSE – AI-Driven DevOps,CSE – Blockchain Technology,Mechanical Engineering – Robotics",886,715,386,111
2016,Mahajan-Bose,9ad91997-c7ed-4b90-85a3-84a6fe54530d,Offline,"CSE – Artificial Intelligence & Machine Learning,Computer Engineering – Software Engineering,ECE – Robotics,CSE – Cloud Technology & Information Security,CSE – AI-Driven DevOps",706,737,457,63
2016,"Gade, Raj and Ganesan",ad530158-e7f3-4efd-8639-06c754f89f44,Offline,"Computer Engineering – Software Engineering,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Mechatronics",1217,1143,497,166
2016,"Kashyap, Pingle and Shroff",3a2c6422-b71b-4ffd-a657-9f1c05eac676,Offline,"CSE – Artificial Intelligence,ECE – Robotics,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,Computer Engineering – Software Engineering",1852,154,164,138
2016,Swaminathan-Nori,a6d8fdfe-9387-4706-83b9-1510046659b9,Online,"CSE – Cyber Physical Systems,Civil Engineering,CSE – Artificial Intelligence,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE)",605,857,96,185
2016,Mani-Lala,711fbcf8-6067-4529-bad4-afa0dc3a7159,Online,"CSE – AI-Driven DevOps,CSE – Blockchain Technology,Computer Science & Business Systems,CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering",1344,905,244,94
2016,Vaidya Group,ae3c7845-4242-4b37-96fe-4459a02a7c72,Offline,"Mechanical Engineering,Computer Science & Business Systems,CSE – AI-Driven DevOps,CSE – Artificial Intelligence,CSE – Internet of Things (IoT)",410,1046,261,29
2016,Bhakta-Sastry,c188d6cd-028a-472e-a348-68a8a337aebd,Online,"ECE – VLSI Design & Technology,Electrical & Electronics Engineering (EEE),Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology,CSE – Blockchain Technology",1961,313,429,101
2016,"Shenoy, Malhotra and Kulkarni",a3458991-47b7-4912-a99d-e13a13ca5cb2,Offline,"CSE – Internet of Things (IoT),Computer Science & Business Systems,Mechanical Engineering – Mechatronics,ECE – Robotics,CSE – Cyber Physical Systems",1050,1019,173,96
2016,"Sidhu, Saha and Rout",41fd25af-d274-48bf-8ce6-7c396cd40f44,Online,"CSE – Artificial Intelligence,Mechanical Engineering,ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Data Engineering,Computer Science & Business Systems",665,1466,98,186
2016,Choudhary-Naik,b3748891-3d9d-4b82-8042-3e2c94322883,Online,"Computer Science & Business Systems,CSE – Blockchain Technology,CSE – Cyber Physical Systems,CSE – Mobile Applications & Cloud Technology,Civil Engineering",921,1051,70,172
2016,"Jain, Agrawal and Gandhi",3d2a8861-f01c-4b89-9fed-df65a4933a56,Online,"Civil Engineering – Environmental Geotechnology,Computer Engineering – Software Engineering,CSE – Cyber Physical Systems,Mechanical Engineering – Mechatronics,Electrical & Electronics Engineering (EEE)",648,938,218,17
2016,"De, Mall and Kothari",590b2419-0aed-470d-bf46-10c892af37cb,Offline,"CSE – Blockchain Technology,Civil Engineering,CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence,Mechanical Engineering – Robotics",1519,632,288,195
2016,Chada LLC,25fc545e-2387-4bfd-95db-16e416390c05,Online,"CSE – Cyber Physical Systems,CSE – Artificial Intelligence,ECE – Robotics,Civil Engineering,CSE – Blockchain Technology",1495,157,189,37
2016,Sanghvi and Sons,e1e7fb37-8c4c-48bc-9a17-e4b7efce8d49,Online,"ECE – VLSI Design & Technology,CSE – Artificial Intelligence,Mechanical Engineering – Robotics,CSE – AI-Driven DevOps,EEE – Electric Vehicles / Microgrid Technologies",927,658,189,188
2016,Kannan-Jani,1cfa2087-0cfd-4ab7-84a7-f7b73248c7dd,Offline,"Civil Engineering – Environmental Geotechnology,Computer Science & Engineering – Data Science,CSE – Internet of Things (IoT),Computer Science & Engineering (CSE),Mechanical Engineering – Robotics",208,1232,292,121
2016,Pandit Group,0331ad70-8a60-4133-864d-c9c6192be64f,Offline,"Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science,Electronics & Communication Engineering (ECE),ECE – VLSI Design & Technology,Computer Science & Business Systems",1275,963,423,122
2017,Gandhi and Sons,e698572f-a9d6-4f53-a267-f1464dca853a,Offline,"Mechanical Engineering – Robotics,CSE – Cyber Physical Systems,ECE – VLSI Design & Technology,Computer Science & Business Systems,Electrical & Electronics Engineering (EEE)",568,132,367,50
2017,Subramanian-Gera,17a9ee03-add8-4f76-b360-7d111d68b2c2,Offline,"CSE – Internet of Things (IoT),CSE – AI-Driven DevOps,CSE – Artificial Intelligence & Data Engineering,CSE – Cyber Physical Systems,Computer Engineering – Software Engineering",574,324,482,144
2017,"Sanghvi, Dani and Grover",462d228d-ab64-42cb-b5d7-19a7009ab96e,Online,"CSE – Cloud Technology & Information Security,Electrical & Electronics Engineering (EEE),Computer Science & Engineering – Data Science,Computer Engineering – Software Engineering,EEE – Electric Vehicles / Microgrid Technologies",1689,562,222,49
2017,"Bahl, Modi and Oak",c134bc6b-1611-452e-b6e3-45b4c2aa741c,Online,"Mechanical Engineering,Mechanical Engineering – Robotics,Mechanical Engineering – Mechatronics,Civil Engineering – Construction Technology,Computer Science & Engineering (CSE)",1124,500,298,138
2017,Warrior PLC,fd29f34e-2b57-4027-8b91-3b744a73cab9,Online,"Electronics & Communication Engineering (ECE),Computer Science & Business Systems,Mechanical Engineering – Robotics,CSE – AI-Driven DevOps,Civil Engineering",1187,447,151,176
2017,Keer LLC,44e4f7d4-6508-4966-903d-7bf3a7a402d3,Online,"Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps,Computer Science & Business Systems,CSE – Cyber Physical Systems,Mechanical Engineering",1099,608,467,24
2017,"Srinivas, Baral and Baral",41235be0-6b28-4c2c-bb63-666b1ddd5cd1,Offline,"Civil Engineering – Construction Technology,Mechanical Engineering – Robotics,CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology,EEE – Electric Vehicles / Microgrid Technologies",1286,1142,254,143
2017,"Kar, Deol and Kota",8db3a385-b52f-4cd2-b167-3d36e3b29ade,Offline,"CSE – AI-Driven DevOps,Computer Science & Business Systems,Computer Science & Engineering – Data Science,ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies",299,740,92,135
2017,Kulkarni Ltd,a61d49e3-662f-4b0c-bbde-13e311998f6c,Offline,"CSE – Artificial Intelligence,EEE – Electric Vehicles / Microgrid Technologies,ECE – Robotics,Electrical & Electronics Engineering (EEE),CSE – Blockchain Technology",884,902,248,66
2017,Vora-Zachariah,133d56e0-0a6b-4d42-834e-04f2242f9d76,Offline,"CSE – Mobile Applications & Cloud Technology,Electronics & Communication Engineering (ECE),Electrical & Electronics Engineering (EEE),Computer Science & Business Systems,CSE – Artificial Intelligence & Machine Learning",216,1355,62,108
2017,"Puri, Luthra and Choudhury",df5e5e21-272e-43a0-bbdb-72a14bd16cde,Offline,"Mechanical Engineering,Mechanical Engineering – Mechatronics,Civil Engineering,Mechanical Engineering – Robotics,Computer Engineering – Software Engineering",492,348,472,131
2017,"Contractor, Dass and Bajaj",9785135d-e73b-4682-a5e2-2c3a7a46d655,Online,"CSE – Cloud Technology & Information Security,Civil Engineering,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering (CSE),Mechanical Engineering – Robotics",579,1137,234,24
2017,"Arora, Mall and Shankar",16d9b691-c5a5-4d47-bac4-50c0253592f1,Offline,"Mechanical Engineering – Robotics,CSE – Internet of Things (IoT),Mechanical Engineering,Civil Engineering – Construction Technology,EEE – Electric Vehicles / Microgrid Technologies",1887,202,60,155
2017,"Narasimhan, Ben and Chaudhary",d694a366-6926-4adf-af11-de6a0fddd74b,Offline,"Computer Science & Engineering (CSE),CSE – Cyber Physical Systems,Mechanical Engineering – Robotics,Mechanical Engineering – Mechatronics,CSE – Blockchain Technology",701,300,101,19
2017,Mani-Sathe,5a1d5655-9b12-4d41-b0f2-a0d9adcc73c1,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Mobile Applications & Cloud Technology,CSE – Internet of Things (IoT),Computer Science & Engineering – Data Science,Civil Engineering",1911,1386,123,110
2017,Deo-Prakash,90f63a92-3b86-42c0-80aa-c8e4880fc292,Offline,"Electronics & Communication Engineering (ECE),CSE – Mobile Applications & Cloud Technology,Computer Science & Business Systems,Mechanical Engineering – Robotics,CSE – Internet of Things (IoT)",1739,1229,395,107
2017,Jha-Iyer,4f613897-6386-48f9-a38c-b58804fec805,Offline,"ECE – VLSI Design & Technology,Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,Civil Engineering,CSE – AI-Driven DevOps",1379,971,154,27
2017,Buch-Trivedi,1ac70670-f647-404c-86f7-94f416464dce,Online,"EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology,Computer Engineering – Software Engineering,CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Mechatronics",1326,914,223,89
2017,Sarraf-Gade,8ce3df97-12d5-4d3e-89ba-638ac060e8bc,Online,"Civil Engineering – Construction Technology,CSE – Blockchain Technology,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,Civil Engineering – Environmental Geotechnology",1791,1237,168,44
2017,Nayak Group,d6718f37-8f74-4a0f-8f9c-de923bdc5586,Online,"Civil Engineering – Construction Technology,Computer Science & Engineering – Data Science,Electronics & Communication Engineering (ECE),Mechanical Engineering – Mechatronics,CSE – Artificial Intelligence",1798,769,128,80
2017,Setty Group,bb77994a-31c7-4122-afe1-fceec0e8b2a4,Online,"Civil Engineering – Environmental Geotechnology,Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence,CSE – Internet of Things (IoT),CSE – Mobile Applications & Cloud Technology",1936,377,479,161
2017,Goel and Sons,87f259d9-ceba-4349-8f6a-6d2f3413dbb6,Offline,"Civil Engineering – Construction Technology,Computer Science & Engineering (CSE),Mechanical Engineering – Mechatronics,Mechanical Engineering – Robotics,CSE – Cloud Technology & Information Security",346,1017,450,166
2017,"Prabhu, Kuruvilla and Nagar",61271168-16d7-45cf-ba97-9fb5b8963595,Offline,"Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps,CSE – Mobile Applications & Cloud Technology,Computer Engineering – Software Engineering,Civil Engineering",1346,216,161,30
2017,Naik-Varughese,d82c90c1-078a-450b-ab65-a77c6798a2b4,Online,"Electronics & Communication Engineering (ECE),Computer Science & Engineering (CSE),Computer Science & Business Systems,CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology",333,741,393,167
2017,"Sharaf, Venkatesh and Madan",5f47f080-e8ea-4a60-860e-aa940ded210d,Online,"ECE – Robotics,Computer Engineering – Software Engineering,Civil Engineering,CSE – Artificial Intelligence & Machine Learning,EEE – Electric Vehicles / Microgrid Technologies",1424,675,356,147
2017,"Sekhon, Korpal and Patla",4708f717-709f-4a84-81e4-f2bc3b5c3aeb,Offline,"Civil Engineering,Civil Engineering – Construction Technology,Computer Engineering – Software Engineering,CSE – Artificial Intelligence,Electronics & Communication Engineering (ECE)",1018,931,492,59
2017,Lad-Chowdhury,46c3ee83-00e8-4e6f-86ab-a7c41f9ee1b5,Offline,"CSE – Cloud Technology & Information Security,CSE – Cyber Physical Systems,CSE – Internet of Things (IoT),Computer Science & Engineering – Data Science,Computer Engineering – Software Engineering",1800,933,147,19
2017,"Luthra, Rege and Chokshi",5332ade9-e4c6-4815-b42b-78f127ae6c9c,Offline,"Civil Engineering – Environmental Geotechnology,Electrical & Electronics Engineering (EEE),CSE – Blockchain Technology,Civil Engineering – Construction Technology,CSE – AI-Driven DevOps",1173,569,115,90
2017,Dada-Babu,a6f06bea-28df-4240-bd68-5e78fd5deebd,Online,"Computer Science & Engineering (CSE),CSE – Blockchain Technology,Civil Engineering,ECE – VLSI Design & Technology,CSE – Mobile Applications & Cloud Technology",801,715,403,56
2017,Trivedi Group,b58eab4c-a5ff-4a59-b81f-6478210e533e,Offline,"CSE – Internet of Things (IoT),CSE – Cloud Technology & Information Security,Electronics & Communication Engineering (ECE),Civil Engineering,Computer Science & Engineering (CSE)",845,1262,255,120
2017,Shan-Suri,b30ac5e6-bc42-405a-a8e5-de0cb0ef1427,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,ECE – Robotics,CSE – Mobile Applications & Cloud Technology,Electrical & Electronics Engineering (EEE)",332,918,251,125
2017,Kari PLC,315a8a6d-aff2-4665-b32f-586b1d741590,Offline,"CSE – Artificial Intelligence & Machine Learning,Electrical & Electronics Engineering (EEE),Civil Engineering,Mechanical Engineering – Mechatronics,Civil Engineering – Construction Technology",1879,1464,423,190
2017,"Dua, Bhagat and Sundaram",e93520e5-cfb0-48a5-b95b-46b9b0dce54f,Online,"CSE – Cyber Physical Systems,CSE – AI-Driven DevOps,Mechanical Engineering,CSE – Blockchain Technology,Civil Engineering",582,131,280,72
2017,Comar-Behl,345e9a34-f42a-4834-a573-845dbf8c767d,Online,"Electrical & Electronics Engineering (EEE),CSE – Artificial Intelligence & Machine Learning,CSE – Cloud Technology & Information Security,ECE – Robotics,ECE – VLSI Design & Technology",1128,638,134,100
2017,Parikh Ltd,b166c360-c0c2-4dce-afed-c4444c237fff,Offline,"Civil Engineering,Computer Science & Business Systems,Civil Engineering – Construction Technology,CSE – Cyber Physical Systems,CSE – Artificial Intelligence",948,1443,280,87
2017,Choudhary-Naik,f07a674a-8a85-4b4b-9d47-22439f0ffdb8,Offline,"CSE – Artificial Intelligence,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology,Computer Science & Engineering – Data Science",877,215,473,68
2017,Dugal-Chakrabarti,d95d0dd9-c777-45f8-96c9-266770ebf737,Offline,"Civil Engineering – Environmental Geotechnology,ECE – Robotics,ECE – VLSI Design & Technology,CSE – Internet of Things (IoT),CSE – Cyber Physical Systems",1952,1397,415,157
2017,Sani and Sons,0cd0dcce-0979-4f12-9f6f-00050a288c09,Offline,"CSE – Mobile Applications & Cloud Technology,Civil Engineering,CSE – Artificial Intelligence & Data Engineering,Civil Engineering – Construction Technology,Electronics & Communication Engineering (ECE)",869,719,325,126
2017,Dugal LLC,851838bc-fb5e-44bc-a19d-bf17b869144f,Offline,"Electronics & Communication Engineering (ECE),Civil Engineering,Mechanical Engineering,Computer Science & Engineering (CSE),CSE – Artificial Intelligence",1018,1131,120,26
2017,"Sahota, Nagy and Gulati",84766469-d5a7-4c46-ac9f-16924b90e2e9,Offline,"CSE – AI-Driven DevOps,Civil Engineering,CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence,Electrical & Electronics Engineering (EEE)",249,843,282,73
